name,address,phone,category,lat,lng,id,url
남영돈,서울 용산구 남영동 52-2,02-793-3598,"음식점 > 한식 > 육류,고기",37.5427503629762,126.973775391327,19774046,https://map.naver.com/p/search/%EB%82%A8%EC%98%81%EB%8F%88/place/19774046
오복함흥냉면,서울 용산구 남영동 61-3,02-703-6357,음식점 > 한식 > 냉면,37.54348537530059,126.97287554946571,21427490,https://map.naver.com/p/entry/place/21427490
옛날감자전,서울 용산구 남영동 33-2,02-749-0395,"음식점 > 술집 > 호프,요리주점",37.5439683665848,126.973118659879,20149514,https://map.naver.com/p/search/%EC%98%9B%EB%82%A0%EA%B0%90%EC%9E%90%EC%A0%84/place/20149514
조대포 남영본점,서울 용산구 남영동 82-3,02-701-1060,"음식점 > 한식 > 육류,고기",37.54263485337191,126.97296977540877,18137751,https://map.naver.com/p/entry/place/18137751
초원,서울 용산구 남영동 80-4,02-749-5949,"음식점 > 한식 > 육류,고기",37.54264935373663,126.97334091531839,1319862091,https://map.naver.com/p/search/%EC%B4%88%EC%9B%90/place/1319862091
솥깨비,서울 용산구 남영동 81-2,0507-1493-4416,"음식점 > 한식 > 육류,고기 > 삼겹살",37.5427844549284,126.97312587421,1645663678,hhttps://map.naver.com/p/entry/place/1645663678
키보 에다마메,서울 용산구 남영동 97-5,070-8866-1140,음식점 > 일식,37.5424340978045,126.973711004505,1264343790,https://map.naver.com/p/entry/place/1264343790
이춘복참치 본점,서울 용산구 남영동 85-1,02-794-4558,음식점 > 일식 > 참치회,37.54213571979466,126.97305821512782,13575201,https://map.naver.com/p/search/%EC%9D%B4%EC%B6%98%EB%B3%B5%EC%B0%B8%EC%B9%98/place/13575201
때가이르매 숙대점,서울 용산구 남영동 8-2,070-4320-8495,음식점 > 카페 > 테마카페 > 디저트카페,37.545074778148,126.97305036800032,667716278,https://map.naver.com/p/entry/place/667716278
투썸플레이스 숙대입구역점,서울 용산구 남영동 62-9,02-749-5607,음식점 > 카페 > 커피전문점 > 투썸플레이스,37.54329793642079,126.97274096293866,1545221892,https://map.naver.com/p/entry/place/1545221892
